,Processed Title,Release Date,Year,imdb_id,has_synopsis,has_plot,new_title
London,London,"Feb 10, 2006",2006,NO ID FOUND,NO,NO,London
Circle,Circle,"Aug 27, 2010",2010,1622972,NO,YES,Circle
Eden Lake,Eden-Lake,"Oct 31, 2008",2008,1020530,YES,YES,Eden-Lake
Jerusalema,Jerusalema,"Jun 11, 2010",2010,1702319,NO,NO,Jerusalema
Say Uncle,Say-Uncle,"Jun 23, 2006",2006,1768138,NO,YES,Say-Uncle
Plush,Plush,"Sep 13, 2013",2013,3146296,NO,YES,Plush
The Ghastly Love of Johnny X,"Ghastly-Love-of-Johnny-X,-The","Oct 26, 2012",2012,1754633,NO,YES,"Ghastly-Love-of-Johnny-X,-The"
Lesbian Vampire Killers,Lesbian-Vampire-Killers,"Dec 29, 2009",2009,1020885,YES,YES,Lesbian-Vampire-Killers
Grave Encounters,Grave-Encounters,"Sep 9, 2011",2011,1753877,NO,YES,Grave-Encounters
Bone Tomahawk,Bone-Tomahawk,"Oct 23, 2015",2015,9759370,NO,NO,Bone-Tomahawk
Freeze Frame,Freeze-Frame,"Dec 10, 2004",2004,0363095,YES,YES,Freeze-Frame
Stitches,Stitches,"Apr 1, 2013",2013,3893310,NO,YES,Stitches
"To Be Frank, Sinatra at 100","To-Be-Frank,-Sinatra-at-100","Dec 31, 2015",2015,3838978,NO,YES,"To-Be-Frank,-Sinatra-at-100"
Bananas,Bananas,"Apr 28, 1971",1971,0066811,NO,YES,Bananas
Nine Dead,Nine-Dead,"Dec 31, 2009",2009,NO ID FOUND,NO,NO,Nine-Dead
No Man's Land: The Rise of Reeker,No-Man's-Land-The-Rise-of-Reeker,"Oct 14, 2008",2008,1090671,NO,YES,No-Man's-Land-The-Rise-of-Reeker
Rockaway,Rockaway,"Jul 7, 2007",2007,0796355,YES,YES,Rockaway
Wings,Wings,"Aug 12, 1927",1927,1031719,NO,NO,Wings
The Lady from Shanghai,"Lady-from-Shanghai,-The","Mar 17, 2015",2015,NO ID FOUND,NO,NO,"Lady-from-Shanghai,-The"
Straight A's,Straight-A's,"Mar 19, 2013",2013,2024506,NO,YES,Straight-A's
The Legend of Hell's Gate: An American Conspiracy,"Legend-of-Hell's-Gate-An-American-Conspiracy,-The","Mar 30, 2012",2012,NO ID FOUND,NO,NO,"Legend-of-Hell's-Gate-An-American-Conspiracy,-The"
Highway,Highway,"Dec 31, 2012",2012,2509904,NO,YES,Highway
Small Apartments,Small-Apartments,"Feb 8, 2013",2013,2734210,NO,NO,Small-Apartments
Coffee Town,Coffee-Town,"Jul 9, 2013",2013,2234025,NO,YES,Coffee-Town
Lucky Dog,Lucky-Dog,"Dec 31, 2014",2014,3776558,NO,YES,Lucky-Dog
Pendulum,Pendulum,"Dec 31, 2001",2001,0724046,NO,NO,Pendulum
A Funny Thing Happened on the Way to the Forum,A-Funny-Thing-Happened-on-the-Way-to-the-Forum,"Oct 16, 1966",1966,0855008,NO,NO,A-Funny-Thing-Happened-on-the-Way-to-the-Forum
Slacker Uprising,Slacker-Uprising,"Sep 23, 2008",2008,NO ID FOUND,NO,NO,Slacker-Uprising
The Walking Deceased,"Walking-Deceased,-The","Mar 20, 2015",2015,3499458,NO,YES,"Walking-Deceased,-The"
True Bromance,True-Bromance,"Dec 31, 2011",2011,1999304,NO,YES,True-Bromance
The Curse of Downers Grove,"Curse-of-Downers-Grove,-The","Aug 21, 2015",2015,1772261,YES,YES,"Curse-of-Downers-Grove,-The"
Wind Walkers,Wind-Walkers,"Dec 31, 2015",2015,1236254,NO,YES,Wind-Walkers
The Dog Lover,"Dog-Lover,-The","Jul 8, 2016",2016,5644860,NO,YES,"Dog-Lover,-The"
Shark Lake,Shark-Lake,"Dec 1, 2015",2015,4416518,YES,YES,Shark-Lake
Buried,Buried,"Sep 24, 2010",2010,1555149,YES,YES,Buried
The Marine 4,"Marine-4,-The","Apr 21, 2015",2015,3528666,YES,YES,"Marine-4,-The"
River's Edge,River's-Edge,"May 8, 1987",1987,1580562,NO,NO,River's-Edge
Man on Wire,Man-on-Wire,"Jul 25, 2008",2008,5297744,NO,YES,Man-on-Wire
Nowhere Boy,Nowhere-Boy,"Oct 8, 2010",2010,2135110,NO,NO,Nowhere-Boy
Northfork,Northfork,"Jul 11, 2003",2003,0407563,NO,NO,Northfork
Brotherly Love,Brotherly-Love,"Apr 24, 2015",2015,3950112,YES,YES,Brotherly-Love
Submarine,Submarine,"Jun 3, 2011",2011,8248230,NO,NO,Submarine
The Square,"Square,-The","Apr 9, 2010",2010,1826443,NO,YES,"Square,-The"
ABCD (Any Body Can Dance),ABCD-(Any-Body-Can-Dance),"Feb 8, 2013",2013,2321163,YES,YES,ABCD-(Any-Body-Can-Dance)
Chacun sa nuit,Chacun-sa-nuit,"Jun 29, 2007",2007,NO ID FOUND,NO,NO,Chacun-sa-nuit
Stranded,Stranded,"Jul 26, 2013",2013,2103267,YES,YES,Stranded
Vaalu,Vaalu,"Dec 31, 2015",2015,3566698,NO,YES,Vaalu
The Last Exorcism,"Last-Exorcism,-The","Aug 27, 2010",2010,6445596,NO,NO,"Last-Exorcism,-The"
Beasts of the Southern Wild,Beasts-of-the-Southern-Wild,"Jun 27, 2012",2012,2364920,NO,NO,Beasts-of-the-Southern-Wild
Dr. Strangelove,Dr.-Strangelove,"Jan 29, 1964",1964,0057012,YES,YES,Dr.-Strangelove
Battle for the Planet of the Apes,Battle-for-the-Planet-of-the-Apes,"Jan 1, 1973",1973,0069768,YES,YES,Battle-for-the-Planet-of-the-Apes
A Streetcar Named Desire,A-Streetcar-Named-Desire,"Sep 18, 1951",1951,0044081,YES,YES,A-Streetcar-Named-Desire
Hang 'em High,Hang-'em-High,"Aug 3, 1968",1968,0061747,NO,YES,Hang-'em-High
El crimen de padre Amaro,El-crimen-de-padre-Amaro,"Nov 15, 2002",2002,0313196,YES,YES,El-crimen-de-padre-Amaro
Songcatcher,Songcatcher,"Jun 15, 2001",2001,7258154,NO,NO,Songcatcher
Higher Ground,Higher-Ground,"Aug 23, 2011",2011,2543414,NO,NO,Higher-Ground
POM Wonderful Presents: The Greatest Movie Ever Sold,POM-Wonderful-Presents-The-Greatest-Movie-Ever-Sold,"Apr 22, 2011",2011,1743720,YES,YES,POM-Wonderful-Presents-The-Greatest-Movie-Ever-Sold
Travellers and Magicians,Travellers-and-Magicians,"Jan 7, 2005",2005,NO ID FOUND,NO,NO,Travellers-and-Magicians
Ed and his Dead Mother,Ed-and-his-Dead-Mother,"Jan 1, 1993",1993,0106792,NO,YES,Ed-and-his-Dead-Mother
Deadline,Deadline,"Dec 31, 2009",2009,5950300,NO,NO,Deadline
Sublime,Sublime,"Mar 13, 2007",2007,0485759,YES,YES,Sublime
Dysfunctional Friends,Dysfunctional-Friends,"Feb 3, 2012",2012,1653002,NO,YES,Dysfunctional-Friends
Independence Daysaster,Independence-Daysaster,"Dec 31, 2013",2013,2645670,NO,YES,Independence-Daysaster
Against the Wild,Against-the-Wild,"Mar 11, 2014",2014,3873604,NO,YES,Against-the-Wild
Beginner's Guide to Sex,Beginner's-Guide-to-Sex,"Oct 20, 2015",2015,3132422,NO,YES,Beginner's-Guide-to-Sex
Lola rennt,Lola-rennt,"Jun 18, 1999",1999,NO ID FOUND,NO,NO,Lola-rennt
May,May,"Feb 7, 2003",2003,6039282,NO,NO,May
I Spit on Your Grave,I-Spit-on-Your-Grave,"Oct 8, 2010",2010,1734488,NO,YES,I-Spit-on-Your-Grave
Living Dark: The Story of Ted the Caver,Living-Dark-The-Story-of-Ted-the-Caver,"Dec 31, 2013",2013,2100573,NO,YES,Living-Dark-The-Story-of-Ted-the-Caver
In the Bedroom,In-the-Bedroom,"Nov 23, 2001",2001,7258304,NO,NO,In-the-Bedroom
La misma luna,La-misma-luna,"Mar 19, 2008",2008,NO ID FOUND,NO,NO,La-misma-luna
Conquest of the Planet of the Apes,Conquest-of-the-Planet-of-the-Apes,"Jun 30, 1972",1972,0068408,YES,YES,Conquest-of-the-Planet-of-the-Apes
The Lunchbox,"Lunchbox,-The","Feb 28, 2014",2014,4054718,NO,YES,"Lunchbox,-The"
Grace Unplugged,Grace-Unplugged,"Oct 4, 2013",2013,2349460,YES,YES,Grace-Unplugged
"Happy, Texas","Happy,-Texas","Oct 1, 1999",1999,0701658,NO,NO,"Happy,-Texas"
Saul fia,Saul-fia,"Dec 18, 2015",2015,3808342,NO,YES,Saul-fia
My Summer of Love,My-Summer-of-Love,"Jun 17, 2005",2005,NO ID FOUND,NO,NO,My-Summer-of-Love
Yes,Yes,"Jun 24, 2005",2005,2238753,NO,NO,Yes
Braid,Braid,"Feb 1, 2019",2019,NO ID FOUND,NO,NO,Braid
From Here to Eternity,From-Here-to-Eternity,"Aug 5, 1953",1953,0045793,YES,YES,From-Here-to-Eternity
You Can't Take It With You,You-Can't-Take-It-With-You,"Sep 1, 1938",1938,0030993,NO,YES,You-Can't-Take-It-With-You
Foolish,Foolish,"Apr 9, 1999",1999,0187638,NO,NO,Foolish
She Wore a Yellow Ribbon,She-Wore-a-Yellow-Ribbon,"Jul 26, 1949",1949,0041866,NO,YES,She-Wore-a-Yellow-Ribbon
The Conversation,"Conversation,-The","Apr 7, 1974",1974,0071360,YES,YES,"Conversation,-The"
N-Secure,N-Secure,"Oct 15, 2010",2010,1289419,NO,YES,N-Secure
Sukkar banat,Sukkar-banat,"Feb 1, 2008",2008,NO ID FOUND,NO,NO,Sukkar-banat
Out of the Dark,Out-of-the-Dark,"Dec 31, 1989",1989,NO ID FOUND,NO,NO,Out-of-the-Dark
Bubble,Bubble,"Jan 27, 2006",2006,0476643,NO,YES,Bubble
Dil Jo Bhi Kahey...,Dil-Jo-Bhi-Kahey...,"Sep 23, 2005",2005,0442764,NO,YES,Dil-Jo-Bhi-Kahey...
Mississippi Mermaid,Mississippi-Mermaid,"Jan 15, 1999",1999,NO ID FOUND,NO,NO,Mississippi-Mermaid
Two Night Stand,Two-Night-Stand,"Sep 26, 2014",2014,2140619,NO,YES,Two-Night-Stand
I Love Your Work,I-Love-Your-Work,"Nov 4, 2005",2005,NO ID FOUND,NO,NO,I-Love-Your-Work
The King's Thief,"King's-Thief,-The","Aug 5, 1955",1955,0048259,NO,YES,"King's-Thief,-The"
Insidious,Insidious,"Apr 1, 2011",2011,2135316,NO,NO,Insidious
Moonlight,Moonlight,"Oct 21, 2016",2016,5575678,NO,YES,Moonlight
Cabin Fever,Cabin-Fever,"Sep 12, 2003",2003,7331576,NO,NO,Cabin-Fever
Waitress,Waitress,"May 2, 2007",2007,1131064,NO,YES,Waitress
Kickboxer,Kickboxer,"Sep 8, 1989",1989,0096913,YES,YES,Kickboxer
Bloodsport,Bloodsport,"Feb 26, 1988",1988,0092675,YES,YES,Bloodsport
Mr. Smith Goes To Washington,Mr.-Smith-Goes-To-Washington,"Oct 17, 1939",1939,0031679,YES,YES,Mr.-Smith-Goes-To-Washington
Unsane,Unsane,"Mar 23, 2018",2018,8697886,NO,YES,Unsane
Kids,Kids,"Jul 21, 1995",1995,6037106,NO,NO,Kids
The Squid and the Whale,"Squid-and-the-Whale,-The","Oct 5, 2005",2005,7353698,NO,NO,"Squid-and-the-Whale,-The"
Kissing Jessica Stein,Kissing-Jessica-Stein,"Mar 13, 2002",2002,NO ID FOUND,NO,NO,Kissing-Jessica-Stein
Spellbound,Spellbound,"Oct 31, 1945",1945,0038109,YES,YES,Spellbound
Exotica,Exotica,"Sep 23, 1994",1994,0109759,YES,YES,Exotica
The To Do List,"To-Do-List,-The","Jul 26, 2013",2013,2903138,NO,NO,"To-Do-List,-The"
The Gatekeepers,"Gatekeepers,-The","Feb 1, 2013",2013,2331119,NO,YES,"Gatekeepers,-The"
Buffalo '66,Buffalo-'66,"Jun 26, 1998",1998,6176704,NO,NO,Buffalo-'66
Repo Man,Repo-Man,"Mar 2, 1984",1984,0087995,YES,YES,Repo-Man
I'm Not Ashamed,I'm-Not-Ashamed,"Oct 21, 2016",2016,7440300,NO,NO,I'm-Not-Ashamed
Blood Simple,Blood-Simple,"Jan 18, 1985",1985,3444972,NO,NO,Blood-Simple
Nueve Reinas,Nueve-Reinas,"Apr 19, 2002",2002,3403266,NO,NO,Nueve-Reinas
The Lords of Salem,"Lords-of-Salem,-The","Apr 19, 2013",2013,6446116,NO,NO,"Lords-of-Salem,-The"
31,31,"Oct 21, 2016",2016,8236138,NO,NO,31
The Ballad of Jack and Rose,"Ballad-of-Jack-and-Rose,-The","Mar 25, 2005",2005,3090306,NO,NO,"Ballad-of-Jack-and-Rose,-The"
Unsullied,Unsullied,"Apr 22, 2016",2016,5924288,NO,YES,Unsullied
Killing Zoe,Killing-Zoe,"Aug 31, 1994",1994,6140916,NO,NO,Killing-Zoe
The Believer,"Believer,-The","May 17, 2002",2002,0341543,NO,NO,"Believer,-The"
Snow Angels,Snow-Angels,"Mar 7, 2008",2008,1517596,NO,YES,Snow-Angels
Session 9,Session-9,"Aug 10, 2001",2001,0261983,YES,YES,Session-9
MOOZ-lum,MOOZ-lum,"Feb 11, 2011",2011,NO ID FOUND,NO,NO,MOOZ-lum
I Want Someone To Eat Cheese With,I-Want-Someone-To-Eat-Cheese-With,"Sep 5, 2007",2007,1161363,NO,NO,I-Want-Someone-To-Eat-Cheese-With
Amigo,Amigo,"Aug 19, 2011",2011,1675434,YES,YES,Amigo
Hatchet,Hatchet,"Sep 7, 2007",2007,2389395,NO,NO,Hatchet
My Name is Bruce,My-Name-is-Bruce,"Oct 31, 2008",2008,NO ID FOUND,NO,NO,My-Name-is-Bruce
The Disappearance of Alice Creed,"Disappearance-of-Alice-Creed,-The","Aug 6, 2010",2010,7670728,NO,NO,"Disappearance-of-Alice-Creed,-The"
Modern Times,Modern-Times,"Feb 5, 1936",1936,0027977,NO,YES,Modern-Times
The Salon,"Salon,-The","May 11, 2007",2007,1135581,NO,NO,"Salon,-The"
Stolen Summer,Stolen-Summer,"Mar 22, 2002",2002,0286162,NO,YES,Stolen-Summer
Road Hard,Road-Hard,"Mar 6, 2015",2015,4909296,NO,YES,Road-Hard
Forty Shades of Blue,Forty-Shades-of-Blue,"Sep 28, 2005",2005,0395543,NO,YES,Forty-Shades-of-Blue
Trucker,Trucker,"Oct 9, 2009",2009,1521086,NO,YES,Trucker
Pontypool,Pontypool,"May 29, 2009",2009,NO ID FOUND,NO,NO,Pontypool
"Me, You and Five Bucks","Me,-You-and-Five-Bucks","Sep 28, 2015",2015,NO ID FOUND,NO,NO,"Me,-You-and-Five-Bucks"
Housebound,Housebound,"Oct 17, 2014",2014,3504048,NO,YES,Housebound
Teefa in Trouble,Teefa-in-Trouble,"Jul 20, 2018",2018,8043306,NO,YES,Teefa-in-Trouble
Wal-Mart: The High Cost of Low Price,Wal-Mart-The-High-Cost-of-Low-Price,"Nov 4, 2005",2005,0495793,YES,NO,Wal-Mart-The-High-Cost-of-Low-Price
Closer to the Moon,Closer-to-the-Moon,"Apr 17, 2014",2014,2017486,NO,YES,Closer-to-the-Moon
Fetching Cody,Fetching-Cody,"Mar 17, 2006",2006,NO ID FOUND,NO,NO,Fetching-Cody
The Lion of Judah,"Lion-of-Judah,-The","Jun 3, 2011",2011,1212022,YES,YES,"Lion-of-Judah,-The"
Once Upon a Time in Queens,Once-Upon-a-Time-in-Queens,"Nov 11, 2014",2014,4045660,YES,YES,Once-Upon-a-Time-in-Queens
Girlhouse,Girlhouse,"Feb 13, 2015",2015,NO ID FOUND,NO,NO,Girlhouse
Mutant World,Mutant-World,"May 26, 2015",2015,4965870,NO,YES,Mutant-World
#Horror,#Horror,"Nov 20, 2015",2015,6770126,NO,YES,#Horror
Checkmate,Checkmate,"Sep 8, 2015",2015,4308780,NO,NO,Checkmate
Snow White and the Seven Dwarfs,Snow-White-and-the-Seven-Dwarfs,"Dec 21, 1937",1937,0029583,YES,YES,Snow-White-and-the-Seven-Dwarfs
Shalako,Shalako,"Jan 1, 1968",1968,0063592,NO,YES,Shalako
Werk ohne Autor,Werk-ohne-Autor,"Nov 30, 2018",2018,5311542,NO,YES,Werk-ohne-Autor
Mustang,Mustang,"Nov 20, 2015",2015,9287786,NO,YES,Mustang
The Holy Girl,"Holy-Girl,-The","Apr 29, 2005",2005,NO ID FOUND,NO,NO,"Holy-Girl,-The"
La chambre bleue,La-chambre-bleue,"Oct 3, 2014",2014,3230082,NO,YES,La-chambre-bleue
Incident at Loch Ness,Incident-at-Loch-Ness,"Sep 17, 2004",2004,0374639,YES,YES,Incident-at-Loch-Ness
Eddie: The Sleepwalking Cannibal,Eddie-The-Sleepwalking-Cannibal,"Apr 5, 2013",2013,NO ID FOUND,NO,NO,Eddie-The-Sleepwalking-Cannibal
My Girlfriend's Boyfriend,My-Girlfriend's-Boyfriend,"May 1, 2010",2010,1447793,YES,YES,My-Girlfriend's-Boyfriend
Kurmanjan datka,Kurmanjan-datka,"Dec 31, 2014",2014,2640460,NO,YES,Kurmanjan-datka
House at the End of the Drive,House-at-the-End-of-the-Drive,"Dec 31, 2014",2014,0464054,YES,YES,House-at-the-End-of-the-Drive
Batman - The Movie,Batman---The-Movie,"Jul 6, 1966",1966,0060153,YES,YES,Batman---The-Movie
"Lock, Stock and Two Smoking Barrels","Lock,-Stock-and-Two-Smoking-Barrels","Mar 5, 1999",1999,0701633,NO,NO,"Lock,-Stock-and-Two-Smoking-Barrels"
The Ballad of Gregorio Cortez,"Ballad-of-Gregorio-Cortez,-The","Aug 19, 1983",1983,NO ID FOUND,NO,NO,"Ballad-of-Gregorio-Cortez,-The"
San Francisco,San-Francisco,"Jun 26, 1936",1936,0028216,NO,YES,San-Francisco
Festen,Festen,"Oct 9, 1998",1998,0387407,NO,NO,Festen
Trees Lounge,Trees-Lounge,"Oct 11, 1996",1996,6165464,NO,NO,Trees-Lounge
The Girlfriend Experience,"Girlfriend-Experience,-The","May 22, 2009",2009,1103982,YES,YES,"Girlfriend-Experience,-The"
Journey from the Fall,Journey-from-the-Fall,"Mar 23, 2007",2007,1081693,NO,YES,Journey-from-the-Fall
The Basket,"Basket,-The","May 5, 2000",2000,0199725,NO,YES,"Basket,-The"
Above and Beyond,Above-and-Beyond,"Jan 30, 2015",2015,4300856,NO,YES,Above-and-Beyond
Def-Con 4,Def-Con-4,"Mar 15, 1985",1985,0087130,NO,YES,Def-Con-4
Neal n' Nikki,Neal-n'-Nikki,"Dec 9, 2005",2005,0470869,YES,YES,Neal-n'-Nikki
The Hebrew Hammer,"Hebrew-Hammer,-The","Dec 19, 2003",2003,0317640,NO,YES,"Hebrew-Hammer,-The"
Los insolitos peces gato,Los-insolitos-peces-gato,"Jun 13, 2014",2014,NO ID FOUND,NO,NO,Los-insolitos-peces-gato
Simon,Simon,"Apr 7, 2006",2006,0759364,YES,YES,Simon
Forget Me Not,Forget-Me-Not,"May 24, 2011",2011,2275697,NO,YES,Forget-Me-Not
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,"41-Year-Old-Virgin-Who-Knocked-Up-Sarah-Marshall-and-Felt-Superbad-About-It,-The","Jun 8, 2010",2010,1498870,NO,YES,"41-Year-Old-Virgin-Who-Knocked-Up-Sarah-Marshall-and-Felt-Superbad-About-It,-The"
The Algerian,"Algerian,-The","Jun 26, 2015",2015,7482156,NO,YES,"Algerian,-The"
Rebecca,Rebecca,"Mar 21, 1940",1940,0032976,YES,YES,Rebecca
Friday the 13th Part 2,Friday-the-13th-Part-2,"Apr 30, 1981",1981,0082418,YES,YES,Friday-the-13th-Part-2
The Lost Weekend,"Lost-Weekend,-The","Nov 29, 1945",1945,0037884,NO,YES,"Lost-Weekend,-The"
C.H.U.D.,C.H.U.D.,"Aug 31, 1984",1984,0087015,YES,YES,C.H.U.D.
Dear White People,Dear-White-People,"Oct 17, 2014",2014,4157912,NO,NO,Dear-White-People
Filly Brown,Filly-Brown,"Apr 19, 2013",2013,3061988,NO,NO,Filly-Brown
Niagara,Niagara,"Jan 21, 1953",1953,0046126,YES,YES,Niagara
Bodom,Bodom,"Dec 31, 2016",2016,8022920,NO,NO,Bodom
How Green Was My Valley,How-Green-Was-My-Valley,"Oct 28, 1941",1941,0033729,NO,YES,How-Green-Was-My-Valley
Da Sweet Blood of Jesus,Da-Sweet-Blood-of-Jesus,"Jan 13, 2015",2015,NO ID FOUND,NO,NO,Da-Sweet-Blood-of-Jesus
Saw,Saw,"Oct 29, 2004",2004,4765544,NO,NO,Saw
"Sex, Lies, and Videotape","Sex,-Lies,-and-Videotape","Aug 4, 1989",1989,0553413,NO,YES,"Sex,-Lies,-and-Videotape"
Super Troopers,Super-Troopers,"Feb 15, 2002",2002,0366954,NO,YES,Super-Troopers
Monsoon Wedding,Monsoon-Wedding,"Feb 22, 2002",2002,NO ID FOUND,NO,NO,Monsoon-Wedding
You Can Count on Me,You-Can-Count-on-Me,"Nov 10, 2000",2000,0203230,NO,YES,You-Can-Count-on-Me
Strangers on a Train,Strangers-on-a-Train,"Jul 3, 1951",1951,0044079,YES,YES,Strangers-on-a-Train
The Trouble with Harry,"Trouble-with-Harry,-The","Oct 3, 1955",1955,0048750,YES,YES,"Trouble-with-Harry,-The"
"Il buono, il brutto, il cattivo","Il-buono,-il-brutto,-il-cattivo","Dec 29, 1967",1967,NO ID FOUND,NO,NO,"Il-buono,-il-brutto,-il-cattivo"
Home Run,Home-Run,"Apr 19, 2013",2013,5093080,NO,NO,Home-Run
Reservoir Dogs,Reservoir-Dogs,"Oct 23, 1992",1992,0105236,YES,YES,Reservoir-Dogs
But I'm a Cheerleader,But-I'm-a-Cheerleader,"Jul 7, 2000",2000,7243286,NO,NO,But-I'm-a-Cheerleader
The Wrong Man,"Wrong-Man,-The","Dec 23, 1956",1956,0051207,YES,YES,"Wrong-Man,-The"
The Rocky Horror Picture Show,"Rocky-Horror-Picture-Show,-The","Sep 26, 1975",1975,0073629,YES,YES,"Rocky-Horror-Picture-Show,-The"
The Blue Bird,"Blue-Bird,-The","Jan 1, 1976",1976,0942624,NO,YES,"Blue-Bird,-The"
Blue Like Jazz,Blue-Like-Jazz,"Apr 13, 2012",2012,1758575,YES,YES,Blue-Like-Jazz
Que Horas Ela Volta?,Que-Horas-Ela-Volta?,"Aug 28, 2015",2015,3742378,YES,YES,Que-Horas-Ela-Volta
Q,Q,"Nov 19, 1982",1982,NO ID FOUND,NO,NO,Q
Down & Out with the Dolls,Down-&-Out-with-the-Dolls,"Mar 21, 2003",2003,NO ID FOUND,NO,NO,Down-&-Out-with-the-Dolls
"Pink Ribbons, Inc.","Pink-Ribbons,-Inc.","Jun 1, 2012",2012,2432614,NO,YES,"Pink-Ribbons,-Inc."
Blood Feast,Blood-Feast,"Feb 6, 2018",2018,9208598,NO,YES,Blood-Feast
Certifiably Jonathan,Certifiably-Jonathan,"Feb 11, 2011",2011,NO ID FOUND,NO,NO,Certifiably-Jonathan
La navaja de Don Juan,La-navaja-de-Don-Juan,"Sep 18, 2015",2015,NO ID FOUND,NO,NO,La-navaja-de-Don-Juan
Extreme Movie,Extreme-Movie,"Dec 31, 2008",2008,0806147,NO,YES,Extreme-Movie
The Charge of the Light Brigade,"Charge-of-the-Light-Brigade,-The","Oct 20, 1936",1936,0027438,NO,YES,"Charge-of-the-Light-Brigade,-The"
Grand Theft Parsons,Grand-Theft-Parsons,"Jun 18, 2004",2004,NO ID FOUND,NO,NO,Grand-Theft-Parsons
Below Zero,Below-Zero,"Aug 28, 2012",2012,1988781,NO,YES,Below-Zero
Crowsnest,Crowsnest,"Sep 7, 2012",2012,2180333,NO,YES,Crowsnest
Airborne,Airborne,"Sep 14, 2012",2012,2082415,NO,YES,Airborne
Cotton Comes to Harlem,Cotton-Comes-to-Harlem,"Sep 9, 2014",2014,NO ID FOUND,NO,NO,Cotton-Comes-to-Harlem
Bleeding Hearts,Bleeding-Hearts,"Feb 3, 2015",2015,3244446,NO,YES,Bleeding-Hearts
The Wicked Within,"Wicked-Within,-The","Dec 31, 2013",2013,2647182,NO,YES,"Wicked-Within,-The"
The Islands,"Islands,-The","Dec 31, 2017",2017,3731562,YES,YES,"Islands,-The"
God's Not Dead,God's-Not-Dead,"Mar 21, 2014",2014,3923186,NO,YES,God's-Not-Dead
Waiting...,Waiting...,"Oct 7, 2005",2005,6712968,NO,NO,Waiting...
Dead Man's Shoes,Dead-Man's-Shoes,"May 12, 2006",2006,NO ID FOUND,NO,NO,Dead-Man's-Shoes
Wolf Creek,Wolf-Creek,"Dec 25, 2005",2005,1148648,NO,NO,Wolf-Creek
Ong-Bak,Ong-Bak,"Feb 11, 2005",2005,7353562,NO,NO,Ong-Bak
Serbuan maut,Serbuan-maut,"Mar 23, 2012",2012,NO ID FOUND,NO,NO,Serbuan-maut
Down by Law,Down-by-Law,"Sep 26, 1986",1986,1577450,NO,NO,Down-by-Law
The Offspring,"Offspring,-The","Sep 4, 1987",1987,NO ID FOUND,NO,NO,"Offspring,-The"
Sex with Strangers,Sex-with-Strangers,"Feb 22, 2002",2002,0304692,NO,YES,Sex-with-Strangers
Beyond the Black Rainbow,Beyond-the-Black-Rainbow,"May 18, 2012",2012,NO ID FOUND,NO,NO,Beyond-the-Black-Rainbow
Dracula: Pages from a Virgin's Diary,Dracula-Pages-from-a-Virgin's-Diary,"May 14, 2003",2003,NO ID FOUND,NO,NO,Dracula-Pages-from-a-Virgin's-Diary
The Sleepwalker,"Sleepwalker,-The","Nov 21, 2014",2014,2723576,NO,YES,"Sleepwalker,-The"
Departure,Departure,"Mar 7, 2017",2017,6509432,NO,YES,Departure
Faith Like Potatoes,Faith-Like-Potatoes,"Apr 7, 2009",2009,NO ID FOUND,NO,NO,Faith-Like-Potatoes
Lake Mungo,Lake-Mungo,"Mar 23, 2010",2010,NO ID FOUND,NO,NO,Lake-Mungo
Silent Running,Silent-Running,"Apr 7, 2015",2015,NO ID FOUND,NO,NO,Silent-Running
The Dead Undead,"Dead-Undead,-The","Dec 31, 2010",2010,1806999,NO,YES,"Dead-Undead,-The"
The Vatican Exorcisms,"Vatican-Exorcisms,-The","Dec 31, 2013",2013,2239078,NO,YES,"Vatican-Exorcisms,-The"
Rocket Singh: Salesman of the Year,Rocket-Singh-Salesman-of-the-Year,"Dec 11, 2009",2009,1434447,YES,YES,Rocket-Singh-Salesman-of-the-Year
Casablanca,Casablanca,"Jan 23, 1943",1943,NO ID FOUND,NO,NO,Casablanca
Rocky,Rocky,"Nov 21, 1976",1976,0379138,NO,NO,Rocky
The Devil Inside,"Devil-Inside,-The","Jan 6, 2012",2012,2497696,NO,NO,"Devil-Inside,-The"
Tom Jones,Tom-Jones,"Oct 7, 1963",1963,0057590,NO,YES,Tom-Jones
Unfriended,Unfriended,"Apr 17, 2015",2015,5543342,NO,NO,Unfriended
Taxi Driver,Taxi-Driver,"Feb 8, 1976",1976,0074094,NO,YES,Taxi-Driver
An Inconvenient Truth,An-Inconvenient-Truth,"May 24, 2006",2006,0978349,NO,NO,An-Inconvenient-Truth
You're Next,You're-Next,"Aug 23, 2013",2013,2931032,NO,NO,You're-Next
Chernobyl Diaries,Chernobyl-Diaries,"May 25, 2012",2012,3116196,NO,NO,Chernobyl-Diaries
The Howling,"Howling,-The","Apr 10, 1981",1981,0464103,NO,NO,"Howling,-The"
Dr. No,Dr.-No,"May 8, 1963",1963,0056751,NO,YES,Dr.-No
Hellraiser,Hellraiser,"Sep 18, 1987",1987,0093177,YES,YES,Hellraiser
Cry Wolf,Cry-Wolf,"Sep 16, 2005",2005,0972148,NO,NO,Cry-Wolf
Godzilla 2000,Godzilla-2000,"Aug 18, 2000",2000,0255198,NO,YES,Godzilla-2000
Blue Valentine,Blue-Valentine,"Dec 29, 2010",2010,4677834,NO,NO,Blue-Valentine
Transamerica,Transamerica,"Jan 20, 2006",2006,3146246,NO,NO,Transamerica
